MaDotBiTich;NgayBiTich;MoTa;LinhMuc;LoaiBiTich;NoiBiTich;UpdateDate;MaGiaoXuRieng
1650;05/12/2004;Đợt bí tích ngày 05 tháng 12 năm 2004;Lm. Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1651;04/10/2004;Đợt bí tích ngày 04 tháng 10 năm 2004;Lm. Giuse Phạm Văn Thiện;0;Giáo Họ Thọ Cách;2018/10/05 01:43:01;1234
1652;05/09/2004;Đợt bí tích ngày 05 tháng 09 năm 2004;Lm. Matthêu Bùi Tiến San;0;Bùi Vĩnh;2018/10/05 01:43:01;1234
1653;04/07/2004;Đợt bí tích ngày 04 tháng 07 năm 2004;Lm. Giuse Đinh Nam Hưng;0;Gx Bùi Chu;2018/10/05 01:43:01;1234
1654;05/09/2004;Đợt bí tích ngày 05 tháng 09 năm 2004;Phó Tế F.x. Bùi Quang Thảnh, O P;0;Gx Thánh Tâm;2018/10/05 01:43:01;1234
1655;01/08/2004;Đợt bí tích ngày 01 tháng 08 năm 2004;Fx Nguyễn Xuân Huy;0;Hà Nội;2018/10/05 01:43:01;1234
1656;02/05/2004;Đợt bí tích ngày 02 tháng 05 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1657;07/03/2004;Đợt bí tích ngày 07 tháng 03 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1658;03/10/2004;Đợt bí tích ngày 03 tháng 10 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1659;06/06/2004;Đợt bí tích ngày 06 tháng 06 năm 2004;Gioakim Nguyễn Chí Bằng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1660;07/03/2004;Đợt bí tích ngày 07 tháng 03 năm 2004;Fx Nguyễn Xuân Huy;0;Kẻ Sặt;2018/10/05 01:43:01;1234
1661;04/01/2004;Đợt bí tích ngày 04 tháng 01 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1662;01/02/2004;Đợt bí tích ngày 01 tháng 02 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1663;08/11/2004;Đợt bí tích ngày 08 tháng 11 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1664;05/02/2004;Đợt bí tích ngày 05 tháng 02 năm 2004;G.b. Nguyễn Hữu Khánh;0;Tam Hòa;2018/10/05 01:43:01;1234
1665;04/07/2004;Đợt bí tích ngày 04 tháng 07 năm 2004;Gioakim Nguyễn Chí Bằng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1666;01/08/2004;Đợt bí tích ngày 01 tháng 08 năm 2004;Gioakim Nguyễn Chí Bằng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1689;18/10/2005;Đợt bí tích ngày 18 tháng 10 năm 2005;Giuse Nguyễn Văn Uy;0;Tiên Chu;2018/10/05 01:43:01;1234
1690;02/10/2005;Đợt bí tích ngày 02 tháng 10 năm 2005;Lm Matthêu Hoàng Trường Sơn;0;Gx Phú Nhơn, Gp Nha Trang;2018/10/05 01:43:01;1234
1691;06/11/2005;Đợt bí tích ngày 06 tháng 11 năm 2005;Đaminh Đặng Duy Hòa;0;Ngũ Phúc];2018/10/05 01:43:01;1234
1692;01/12/2005;Đợt bí tích ngày 01 tháng 12 năm 2005;Lm Raphael Nguyễn Văn Chúc, O P;0;Đền Thánh Martin Hố Nai;2018/10/05 01:43:01;1234
1693;06/03/2005;Đợt bí tích ngày 06 tháng 03 năm 2005;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1694;13/11/2005;Đợt bí tích ngày 13 tháng 11 năm 2005;Giuse Nguyễn Minh Nhật;0;Phúc Lâm;2018/10/05 01:43:01;1234
1695;06/06/2005;Đợt bí tích ngày 06 tháng 06 năm 2005;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1696;06/02/2005;Đợt bí tích ngày 06 tháng 02 năm 2005;Lm. Giuse Đinh Nam Hưng;0;Gh Bùi Đệ, Gx Bùi Chu;2018/10/05 01:43:01;1234
1697;07/05/2005;Đợt bí tích ngày 07 tháng 05 năm 2005;;0;Họ La Đạo, Xứ Nhà Lộng;2018/10/05 01:43:01;1234
1698;01/05/2005;Đợt bí tích ngày 01 tháng 05 năm 2005;Lm Giuse Trần Thành Trí;0;Gx Láng Sen, Gp Long Xuyên;2018/10/05 01:43:01;1234
1699;24/04/2005;Đợt bí tích ngày 24 tháng 04 năm 2005;Lm Raphael Nguyễn Văn Chúc, O P;0;Đền Thánh Martin Hố Nai;2018/10/05 01:43:01;1234
1700;30/07/2005;Đợt bí tích ngày 30 tháng 07 năm 2005;Gioan Baotixita Nguyễn Văn Quế;0;Xuân Hòa;2018/10/05 01:43:01;1234
1701;03/02/2005;Đợt bí tích ngày 03 tháng 02 năm 2005;Lm G B Phạm Ngọc Châu;0;Nhà Thờ Phương Xá;2018/10/05 01:43:01;1234
1702;06/06/2005;Đợt bí tích ngày 06 tháng 06 năm 2005;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1703;09/10/2005;Đợt bí tích ngày 09 tháng 10 năm 2005;Phê Rô Phan Khắc Giữa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1704;04/09/2005;Đợt bí tích ngày 04 tháng 09 năm 2005;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1705;20/03/2005;Đợt bí tích ngày 20 tháng 03 năm 2005;;0;Biên Hòa;2018/10/05 01:43:01;1234
1706;04/12/2005;Đợt bí tích ngày 04 tháng 12 năm 2005;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1707;09/10/2005;Đợt bí tích ngày 09 tháng 10 năm 2005;Phê-rô Phan Khắc Giữa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1708;03/04/2005;Đợt bí tích ngày 03 tháng 04 năm 2005;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1709;06/06/2005;Đợt bí tích ngày 06 tháng 06 năm 2005;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1733;04/09/2006;Đợt bí tích ngày 04 tháng 09 năm 2006;Lm. Giuse Phạm Văn Thiện;0;Giáo Họ Thọ Cách;2018/10/05 01:43:01;1234
1734;01/10/2006;Đợt bí tích ngày 01 tháng 10 năm 2006;Lm G M T Nguyễn Vinh Thiên;0;Gx Lộ Đức;2018/10/05 01:43:01;1234
1735;02/07/2006;Đợt bí tích ngày 02 tháng 07 năm 2006;Lm. Matthêu Bùi Tiến San;0;Bùi Vĩnh;2018/10/05 01:43:01;1234
1736;01/10/2006;Đợt bí tích ngày 01 tháng 10 năm 2006;;0;Gx Lộ Đức;2018/10/05 01:43:01;1234
1737;05/03/2006;Đợt bí tích ngày 05 tháng 03 năm 2006;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1738;05/03/2006;Đợt bí tích ngày 05 tháng 03 năm 2006;Phó Tế Giuse Vũ Minh Tiến;0;Gx Ngọc Đồng;2018/10/05 01:43:01;1234
1739;05/11/2006;Đợt bí tích ngày 05 tháng 11 năm 2006;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1740;03/12/2006;Đợt bí tích ngày 03 tháng 12 năm 2006;Lm Raymundo Trần Quốc Thắng;0;Gx Hà Nội, Gp Xuân Lộc;2018/10/05 01:43:01;1234
1741;31/12/2006;Đợt bí tích ngày 31 tháng 12 năm 2006;Lm. Matthêu Bùi Tiến San;0;Bùi Vĩnh;2018/10/05 01:43:01;1234
1742;09/03/2006;Đợt bí tích ngày 09 tháng 03 năm 2006;Lm. Phêrô Vũ Hoàng Ánh;0;Gx. Thanh Hóa;2018/10/05 01:43:01;1234
1743;05/03/2006;Đợt bí tích ngày 05 tháng 03 năm 2006;Lm G. B. Đinh Tiến Hướng;0;Gx Thái Hòa;2018/10/05 01:43:01;1234
1744;08/07/2006;Đợt bí tích ngày 08 tháng 07 năm 2006;Giuse Nguyễn Văn Uy;0;Tiên Chu;2018/10/05 01:43:01;1234
1745;02/04/2006;Đợt bí tích ngày 02 tháng 04 năm 2006;Lm G. B. Đinh Tiến Hướng;0;Gx Thái Hòa;2018/10/05 01:43:01;1234
1746;04/06/2006;Đợt bí tích ngày 04 tháng 06 năm 2006;Giuse Trần Phú Sơn;0;Kẻ Sặt;2018/10/05 01:43:01;1234
1747;03/12/2006;Đợt bí tích ngày 03 tháng 12 năm 2006;Lm. Đaminh Vũ Hùng Cường;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
1748;22/10/2006;Đợt bí tích ngày 22 tháng 10 năm 2006;;0;Ngô Xá;2018/10/05 01:43:01;1234
1749;02/04/2006;Đợt bí tích ngày 02 tháng 04 năm 2006;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1750;01/10/2006;Đợt bí tích ngày 01 tháng 10 năm 2006;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1751;03/09/2006;Đợt bí tích ngày 03 tháng 09 năm 2006;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1752;16/07/2006;Đợt bí tích ngày 16 tháng 07 năm 2006;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1753;04/06/2006;Đợt bí tích ngày 04 tháng 06 năm 2006;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1776;29/07/2006;Đợt bí tích ngày 29 tháng 07 năm 2006;Anton Đỗ Kim Trọng;0;Phú Tảo;2018/10/05 01:43:01;1234
1777;05/11/2006;Đợt bí tích ngày 05 tháng 11 năm 2006;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1778;04/06/2006;Đợt bí tích ngày 04 tháng 06 năm 2006;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1779;07/01/2006;Đợt bí tích ngày 07 tháng 01 năm 2006;;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1780;02/04/2006;Đợt bí tích ngày 02 tháng 04 năm 2006;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1781;02/08/2006;Đợt bí tích ngày 02 tháng 08 năm 2006;Giuse Phạm Đình Hiền;0;Ngọc Lâm;2018/10/05 01:43:01;1234
1782;04/11/2007;Đợt bí tích ngày 04 tháng 11 năm 2007;Lm. Giuse Nguyễn Đức Lục;0;Hòa Bình;2018/10/05 01:43:01;1234
1783;24/11/2007;Đợt bí tích ngày 24 tháng 11 năm 2007;Đaminh Hà Thế Tâm;0;Ngô Xá;2018/10/05 01:43:01;1234
1784;02/12/2007;Đợt bí tích ngày 02 tháng 12 năm 2007;Gioan Baotixita Đinh Tiến Hướng;0;Thái Hòa;2018/10/05 01:43:01;1234
1785;28/04/2007;Đợt bí tích ngày 28 tháng 04 năm 2007;;0;Lạc Nghiệp, Gp Đà Lạt;2018/10/05 01:43:01;1234
1786;08/07/2007;Đợt bí tích ngày 08 tháng 07 năm 2007;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1787;01/07/2007;Đợt bí tích ngày 01 tháng 07 năm 2007;Lm Giuse Hoàng Mạnh Hiểu;0;Gx Xuân Khánh;2018/10/05 01:43:01;1234
1788;28/04/2007;Đợt bí tích ngày 28 tháng 04 năm 2007;Gioan Baotixita Nguyễn Văn Quế;0;Xuân Hòa;2018/10/05 01:43:01;1234
1789;05/02/2007;Đợt bí tích ngày 05 tháng 02 năm 2007;Lm Giuse Nguyễn Thế Vinh;0;Gx. Sài Quất;2018/10/05 01:43:01;1234
1790;06/05/2007;Đợt bí tích ngày 06 tháng 05 năm 2007;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1791;04/11/2007;Đợt bí tích ngày 04 tháng 11 năm 2007;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1792;07/10/2007;Đợt bí tích ngày 07 tháng 10 năm 2007;Lm G M T Nguyễn Vinh Thiên;0;Gx Lộ Đức;2018/10/05 01:43:01;1234
1793;05/08/2007;Đợt bí tích ngày 05 tháng 08 năm 2007;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1794;07/01/2007;Đợt bí tích ngày 07 tháng 01 năm 2007;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1795;12/06/2007;Đợt bí tích ngày 12 tháng 06 năm 2007;Giuse Nguyễn Văn Uy;0;Tiên Chu;2018/10/05 01:43:01;1234
1796;04/02/2007;Đợt bí tích ngày 04 tháng 02 năm 2007;Lm. Đaminh Phạm Ngọc Điển, O P;0;Gx Ngọc Đồng;2018/10/05 01:43:01;1234
1797;03/06/2007;Đợt bí tích ngày 03 tháng 06 năm 2007;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1820;01/12/2008;Đợt bí tích ngày 01 tháng 12 năm 2008;Lm. Phêrô Cao Thọ Lành;0;Phú Sơn;2018/10/05 01:43:01;1234
1821;07/09/2008;Đợt bí tích ngày 07 tháng 09 năm 2008;Phó Tế Đaminh Lưu Vũ Duy Khang, Op;0;Ngọc Đồng, Gp Xuân Lộc;2018/10/05 01:43:01;1234
1822;02/03/2008;Đợt bí tích ngày 02 tháng 03 năm 2008;Lm. Đaminh Vũ Hùng Cường;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
1823;06/01/2008;Đợt bí tích ngày 06 tháng 01 năm 2008;Đaminh Hà Thế Tâm;0;Ngô Xá;2018/10/05 01:43:01;1234
1824;05/07/2008;Đợt bí tích ngày 05 tháng 07 năm 2008;Lm Carôlô Đặng Đăng Nguyên;0;Cái Nhum;2018/10/05 01:43:01;1234
1825;04/02/2008;Đợt bí tích ngày 04 tháng 02 năm 2008;Lm Giuse Nguyễn Thế Vinh;0;Gx. Sài Quất;2018/10/05 01:43:01;1234
1826;08/05/2008;Đợt bí tích ngày 08 tháng 05 năm 2008;Laurenso Nguyễn Văn Chính;0;Đồng Phát;2018/10/05 01:43:01;1234
1827;02/03/2008;Đợt bí tích ngày 02 tháng 03 năm 2008;Lm Giuse Nguyễn Thái Cường;0;Gx Bùi Đệ;2018/10/05 01:43:01;1234
1828;03/08/2008;Đợt bí tích ngày 03 tháng 08 năm 2008;Lm. Matthêu Bùi Tiến San;0;Bùi Vĩnh;2018/10/05 01:43:01;1234
1829;07/09/2008;Đợt bí tích ngày 07 tháng 09 năm 2008;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1830;05/10/2008;Đợt bí tích ngày 05 tháng 10 năm 2008;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1831;15/06/2008;Đợt bí tích ngày 15 tháng 06 năm 2008;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1832;03/08/2008;Đợt bí tích ngày 03 tháng 08 năm 2008;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1833;02/03/2008;Đợt bí tích ngày 02 tháng 03 năm 2008;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1834;03/08/2008;Đợt bí tích ngày 03 tháng 08 năm 2008;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1835;06/01/2008;Đợt bí tích ngày 06 tháng 01 năm 2008;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1836;03/02/2008;Đợt bí tích ngày 03 tháng 02 năm 2008;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1837;06/04/2008;Đợt bí tích ngày 06 tháng 04 năm 2008;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1838;09/11/2008;Đợt bí tích ngày 09 tháng 11 năm 2008;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1839;03/02/2008;Đợt bí tích ngày 03 tháng 02 năm 2008;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1840;04/05/2008;Đợt bí tích ngày 04 tháng 05 năm 2008;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1841;06/04/2008;Đợt bí tích ngày 06 tháng 04 năm 2008;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1842;22/05/2008;Đợt bí tích ngày 22 tháng 05 năm 2008;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1843;06/04/2008;Đợt bí tích ngày 06 tháng 04 năm 2008;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1844;04/05/2008;Đợt bí tích ngày 04 tháng 05 năm 2008;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1845;07/09/2008;Đợt bí tích ngày 07 tháng 09 năm 2008;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1846;07/09/2008;Đợt bí tích ngày 07 tháng 09 năm 2008;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1847;05/04/2008;Đợt bí tích ngày 05 tháng 04 năm 2008;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1848;06/07/2008;Đợt bí tích ngày 06 tháng 07 năm 2008;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1849;02/03/2008;Đợt bí tích ngày 02 tháng 03 năm 2008;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1850;05/10/2008;Đợt bí tích ngày 05 tháng 10 năm 2008;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1851;23/03/2008;Đợt bí tích ngày 23 tháng 03 năm 2008;;0;Phanxico Dakao, Gp Sài Gòn;2018/10/05 01:43:01;1234
1852;19/06/2008;Đợt bí tích ngày 19 tháng 06 năm 2008;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1853;02/03/2008;Đợt bí tích ngày 02 tháng 03 năm 2008;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1854;15/06/2008;Đợt bí tích ngày 15 tháng 06 năm 2008;Đaminhvu4 Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1855;04/01/2008;Đợt bí tích ngày 04 tháng 01 năm 2008;Lm. Giuse Nguyễn Thế Vinh;0;Sài Quất;2018/10/05 01:43:01;1234
1856;01/04/2008;Đợt bí tích ngày 01 tháng 04 năm 2008;Phero Cao Thọ Lành;0;Phú Sơn;2018/10/05 01:43:01;1234
1857;06/01/2008;Đợt bí tích ngày 06 tháng 01 năm 2008;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1858;03/05/2008;Đợt bí tích ngày 03 tháng 05 năm 2008;Lm. Đaminh Vũ Hùng Cường;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
1859;01/08/2008;Đợt bí tích ngày 01 tháng 08 năm 2008;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1860;02/03/2008;Đợt bí tích ngày 02 tháng 03 năm 2008;Lm Antôn Trần Bảo Toàn, O P;0;Gx. Thánh Tâm;2018/10/05 01:43:01;1234
1861;03/02/2008;Đợt bí tích ngày 03 tháng 02 năm 2008;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1862;05/04/2008;Đợt bí tích ngày 05 tháng 04 năm 2008;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1863;19/10/2008;Đợt bí tích ngày 19 tháng 10 năm 2008;Lm. Phero Hà Hương Giang;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1864;15/06/2008;Đợt bí tích ngày 15 tháng 06 năm 2008;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1865;03/08/2009;Đợt bí tích ngày 03 tháng 08 năm 2009;Giuse Nguyễn Thế Vinh;0;Sài Quất;2018/10/05 01:43:01;1234
1866;07/07/2009;Đợt bí tích ngày 07 tháng 07 năm 2009;Lm Giuse Nguyễn Văn Uy;0;Gx Tiên Chu;2018/10/05 01:43:01;1234
1867;03/05/2009;Đợt bí tích ngày 03 tháng 05 năm 2009;Lm. Giuse Nguyễn Đức Lục;0;Gx Hòa Bình;2018/10/05 01:43:01;1234
1868;20/12/2009;Đợt bí tích ngày 20 tháng 12 năm 2009;Lm. Micae Ngô Đình Vãn, C S S R;0;Gx Đức Mẹ Hằng Cứu Giúp, Tgp Sài Gòn;2018/10/05 01:43:01;1234
1869;29/08/2009;Đợt bí tích ngày 29 tháng 08 năm 2009;;0;Gx Phú Thọ Hòa, Tgp Sài Gòn;2018/10/05 01:43:01;1234
1870;02/08/2009;Đợt bí tích ngày 02 tháng 08 năm 2009;Lm. Vinhsơn Đỗ Chí Quang;0;Gx Sáu Bọng;2018/10/05 01:43:01;1234
1871;02/08/2009;Đợt bí tích ngày 02 tháng 08 năm 2009;;0;Giáo Họ Thánh Giuse;2018/10/05 01:43:01;1234
1872;03/08/2009;Đợt bí tích ngày 03 tháng 08 năm 2009;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1873;06/09/2009;Đợt bí tích ngày 06 tháng 09 năm 2009;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1874;30/08/2009;Đợt bí tích ngày 30 tháng 08 năm 2009;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1875;03/01/2009;Đợt bí tích ngày 03 tháng 01 năm 2009;Lm. G. B. Nguyễn Văn Thanh Toàn;0;Chánh Tòa Nha Trang;2018/10/05 01:43:01;1234
1876;01/02/2009;Đợt bí tích ngày 01 tháng 02 năm 2009;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1877;04/01/2009;Đợt bí tích ngày 04 tháng 01 năm 2009;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1878;05/04/2009;Đợt bí tích ngày 05 tháng 04 năm 2009;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1879;06/12/2009;Đợt bí tích ngày 06 tháng 12 năm 2009;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1880;08/03/2009;Đợt bí tích ngày 08 tháng 03 năm 2009;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1881;07/06/2009;Đợt bí tích ngày 07 tháng 06 năm 2009;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1882;01/11/2009;Đợt bí tích ngày 01 tháng 11 năm 2009;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1883;08/03/2009;Đợt bí tích ngày 08 tháng 03 năm 2009;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1884;03/05/2009;Đợt bí tích ngày 03 tháng 05 năm 2009;Lm. Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1885;04/01/2009;Đợt bí tích ngày 04 tháng 01 năm 2009;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1886;02/08/2009;Đợt bí tích ngày 02 tháng 08 năm 2009;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1887;05/07/2009;Đợt bí tích ngày 05 tháng 07 năm 2009;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1888;07/06/2009;Đợt bí tích ngày 07 tháng 06 năm 2009;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1889;05/04/2009;Đợt bí tích ngày 05 tháng 04 năm 2009;Lm Đaminh Vũ Hùng Cường;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
1890;18/10/2009;Đợt bí tích ngày 18 tháng 10 năm 2009;;0;Hà Nội;2018/10/05 01:43:01;1234
1891;07/11/2009;Đợt bí tích ngày 07 tháng 11 năm 2009;;0;Bùi Đức;2018/10/05 01:43:01;1234
1892;23/05/2009;Đợt bí tích ngày 23 tháng 05 năm 2009;Vinc. Phạm Văn Mầm, Sj;0;Dòng Mến Thánh Giá Thủ Đức;2018/10/05 01:43:01;1234
1893;03/12/2009;Đợt bí tích ngày 03 tháng 12 năm 2009;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1894;08/03/2009;Đợt bí tích ngày 08 tháng 03 năm 2009;9aminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1895;04/10/2009;Đợt bí tích ngày 04 tháng 10 năm 2009;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1896;28/09/2009;Đợt bí tích ngày 28 tháng 09 năm 2009;;0;Biên Hòa;2018/10/05 01:43:01;1234
1897;06/05/2009;Đợt bí tích ngày 06 tháng 05 năm 2009;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1898;08/03/2009;Đợt bí tích ngày 08 tháng 03 năm 2009;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1899;06/12/2009;Đợt bí tích ngày 06 tháng 12 năm 2009;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1900;21/10/2009;Đợt bí tích ngày 21 tháng 10 năm 2009;;0;Đền Thánh Martin;2018/10/05 01:43:01;1234
1901;04/10/2009;Đợt bí tích ngày 04 tháng 10 năm 2009;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1902;25/10/2009;Đợt bí tích ngày 25 tháng 10 năm 2009;Lm. Phero Nguyễn Ngọc Trương;0;Gx. Ngũ Phúc;2018/10/05 01:43:01;1234
1903;01/02/2009;Đợt bí tích ngày 01 tháng 02 năm 2009;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1904;06/11/2009;Đợt bí tích ngày 06 tháng 11 năm 2009;;0;Đền Thánh Martin;2018/10/05 01:43:01;1234
1905;03/05/2009;Đợt bí tích ngày 03 tháng 05 năm 2009;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1906;14/03/2009;Đợt bí tích ngày 14 tháng 03 năm 2009;Laurenso Đỗ Nam Trấn;0;Gx Thánh Giuse;2018/10/05 01:43:01;1234
1907;06/09/2009;Đợt bí tích ngày 06 tháng 09 năm 2009;Phó Tế Giuse Vũ Quang Tấn, Op;0;Thánh Tâm;2018/10/05 01:43:01;1234
1908;05/12/2010;Đợt bí tích ngày 05 tháng 12 năm 2010;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
